2.363289e+062	-3.828367e+058	-1.004487e+059	-1.783939e+059	-2.608235e+059	-3.360285e+059	-3.914180e+059	-4.163491e+059	-4.025343e+059	-3.452116e+059	-2.444478e+059	1.312772e+056	
2.363290e+062	-3.826857e+058	-1.003897e+059	-1.782240e+059	-2.607028e+059	-3.357875e+059	-3.911514e+059	-4.160511e+059	-4.021387e+059	-3.448447e+059	-2.441669e+059	1.310771e+056	
2.363289e+062	-3.812764e+058	-1.001746e+059	-1.776718e+059	-2.601020e+059	-3.349607e+059	-3.902656e+059	-4.151514e+059	-4.011561e+059	-3.440156e+059	-2.435736e+059	1.304239e+056	
2.363289e+062	-3.814235e+058	-1.001701e+059	-1.776834e+059	-2.600784e+059	-3.350064e+059	-3.902509e+059	-4.150918e+059	-4.010582e+059	-3.441055e+059	-2.436959e+059	1.304353e+056	
2.363288e+062	-3.816539e+058	-9.996620e+058	-1.771027e+059	-2.589576e+059	-3.336470e+059	-3.891197e+059	-4.140076e+059	-4.005544e+059	-3.435884e+059	-2.432941e+059	1.297776e+056	
2.363178e+062	-4.505363e+058	-9.945736e+058	-1.581844e+059	-2.157150e+059	-2.757946e+059	-3.429382e+059	-3.953156e+059	-3.972008e+059	-3.397966e+059	-2.386927e+059	1.141578e+056	
2.362835e+062	-7.355592e+058	-1.433129e+059	-1.868369e+059	-2.072127e+059	-1.937714e+059	-1.666080e+059	-1.887763e+059	-2.456697e+059	-2.635579e+059	-2.151397e+059	9.137068e+055	
2.362037e+062	-5.662168e+058	-5.894804e+058	-8.984285e+058	-8.836905e+058	2.785700e+058	1.521183e+059	8.753976e+058	-8.044879e+058	-1.891978e+059	-1.920701e+059	2.926599e+055	
2.360266e+062	-3.140856e+058	6.709906e+058	3.182579e+058	1.571239e+059	4.114885e+059	5.398226e+059	6.393769e+059	4.063462e+059	3.041699e+059	2.798041e+058	9.999338e+055	
2.360723e+062	-1.413597e+059	-1.143937e+059	5.822603e+058	3.008763e+059	5.009722e+059	6.394959e+059	5.232680e+059	2.759805e+059	8.120529e+058	-9.495238e+058	1.480029e+056	
2.362261e+062	-1.587392e+059	-2.416500e+059	-1.871178e+059	-4.115015e+058	7.566240e+058	8.786806e+058	-6.005494e+057	-1.622531e+059	-2.804966e+059	-2.672506e+059	1.374856e+056	
2.340648e+062	-6.043021e+060	-1.473048e+061	-2.463147e+061	-3.356782e+061	-3.861970e+061	-3.864590e+061	-3.461802e+061	-2.791225e+061	-1.956593e+061	-1.079439e+061	1.349473e+060	
2.328102e+062	-9.109560e+060	-2.190760e+061	-3.621322e+061	-4.835233e+061	-5.369926e+061	-5.103538e+061	-4.298155e+061	-3.227587e+061	-2.050373e+061	-9.667651e+060	2.393541e+060	
2.327080e+062	-9.339461e+060	-2.253476e+061	-3.730500e+061	-4.989377e+061	-5.556617e+061	-5.318893e+061	-4.523940e+061	-3.426519e+061	-2.210092e+061	-1.079240e+061	2.619037e+060	
2.329007e+062	-7.996389e+060	-1.907397e+061	-3.216619e+061	-4.380940e+061	-4.871087e+061	-4.623099e+061	-3.982942e+061	-3.146217e+061	-2.149843e+061	-1.130073e+061	2.039105e+060	
2.312649e+062	-1.297860e+061	-3.004169e+061	-4.594762e+061	-5.561531e+061	-5.462879e+061	-4.374655e+061	-2.893366e+061	-1.524034e+061	-5.235837e+060	9.005276e+058	1.722080e+060	
2.327877e+062	-8.410416e+060	-2.011102e+061	-3.349420e+061	-4.575196e+061	-5.181386e+061	-4.988678e+061	-4.354270e+061	-3.493151e+061	-2.444536e+061	-1.337192e+061	2.377176e+060	
2.325682e+062	-7.808040e+060	-1.796165e+061	-3.059766e+061	-4.261959e+061	-4.717548e+061	-4.357992e+061	-3.726781e+061	-3.058848e+061	-2.211639e+061	-1.206143e+061	1.901096e+060	
2.325161e+062	-4.553640e+060	-8.665910e+060	-1.808906e+061	-3.085856e+061	-3.508007e+061	-2.828788e+061	-2.177439e+061	-2.114821e+061	-1.919299e+061	-1.120941e+061	8.284937e+059	
2.337452e+062	-3.436302e+060	-5.758774e+060	-5.539375e+060	-4.343959e+060	-7.856572e+059	6.158595e+060	9.833709e+060	8.239889e+060	4.007396e+060	-1.651392e+058	-4.774122e+058	
2.355490e+062	-1.414988e+060	-2.722141e+060	-3.425668e+060	-3.244385e+060	-1.806118e+060	2.404899e+059	1.550498e+060	1.601622e+060	8.980642e+059	1.716811e+059	-5.762707e+057	
2.324387e+062	-7.125070e+060	-1.169902e+061	-9.983974e+060	-2.083486e+060	9.938532e+060	2.140053e+061	2.550526e+061	2.000186e+061	9.585748e+060	1.294417e+060	-1.446884e+059	
2.357095e+062	-8.951783e+059	-1.386677e+060	-1.473387e+060	-1.293546e+060	-7.424663e+059	-1.048707e+059	-1.056004e+059	-8.408897e+059	-1.464696e+060	-1.295407e+060	4.061899e+057	
2.362285e+062	-2.756129e+059	-6.332053e+059	-9.715128e+059	-1.213578e+060	-1.341205e+060	-1.386033e+060	-1.368505e+060	-1.300722e+060	-1.131360e+060	-8.302367e+059	2.322016e+057	
2.362807e+062	-1.516473e+059	-3.483298e+059	-5.135635e+059	-6.111209e+059	-6.277890e+059	-5.804284e+059	-5.198187e+059	-4.624964e+059	-3.982895e+059	-3.045361e+059	4.499311e+056	
2.363138e+062	-8.960273e+058	-2.292287e+059	-3.952387e+059	-5.628692e+059	-7.073867e+059	-8.070928e+059	-8.455247e+059	-8.091917e+059	-6.892926e+059	-4.857813e+059	5.848844e+056	
2.363244e+062	-5.956170e+058	-1.546398e+059	-2.712644e+059	-3.923929e+059	-5.000472e+059	-5.770454e+059	-6.091716e+059	-5.853463e+059	-4.996803e+059	-3.524012e+059	2.904038e+056	
2.363282e+062	-4.300673e+058	-1.127436e+059	-1.997404e+059	-2.920068e+059	-3.754156e+059	-4.366745e+059	-4.638801e+059	-4.478131e+059	-3.833879e+059	-2.710376e+059	1.636248e+056	
2.363289e+062	-3.814330e+058	-1.000234e+059	-1.775041e+059	-2.594908e+059	-3.340582e+059	-3.892945e+059	-4.139649e+059	-4.001373e+059	-3.432435e+059	-2.430346e+059	1.298857e+056	
2.363289e+062	-3.849897e+058	-1.010768e+059	-1.793514e+059	-2.623205e+059	-3.377232e+059	-3.934099e+059	-4.184972e+059	-4.044864e+059	-3.469390e+059	-2.455615e+059	1.326640e+056	
2.363288e+062	-3.839680e+058	-1.007349e+059	-1.788782e+059	-2.616787e+059	-3.368506e+059	-3.926391e+059	-4.175834e+059	-4.037288e+059	-3.461890e+059	-2.451532e+059	1.320406e+056	
2.363289e+062	-3.829013e+058	-1.006109e+059	-1.785181e+059	-2.610335e+059	-3.362707e+059	-3.918074e+059	-4.166171e+059	-4.027365e+059	-3.453288e+059	-2.445071e+059	1.314629e+056	
2.363290e+062	-3.835511e+058	-1.007731e+059	-1.786499e+059	-2.614234e+059	-3.367098e+059	-3.921631e+059	-4.170033e+059	-4.030453e+059	-3.456678e+059	-2.447466e+059	1.317576e+056	
2.363290e+062	-3.823913e+058	-1.003511e+059	-1.780213e+059	-2.606021e+059	-3.354777e+059	-3.910157e+059	-4.157875e+059	-4.017894e+059	-3.446844e+059	-2.439643e+059	1.309020e+056	
2.363290e+062	-3.818836e+058	-1.002601e+059	-1.777811e+059	-2.600999e+059	-3.350285e+059	-3.901665e+059	-4.150854e+059	-4.010765e+059	-3.440331e+059	-2.435262e+059	1.304735e+056	
2.363290e+062	-3.821929e+058	-1.003658e+059	-1.780109e+059	-2.603709e+059	-3.352422e+059	-3.905456e+059	-4.153956e+059	-4.015540e+059	-3.443661e+059	-2.438108e+059	1.307291e+056	
2.363258e+062	-3.680241e+058	-9.776702e+058	-1.740222e+059	-2.551099e+059	-3.304773e+059	-3.838526e+059	-4.122931e+059	-3.974327e+059	-3.413486e+059	-2.421775e+059	1.264449e+056	
2.363263e+062	-3.675755e+058	-9.851122e+058	-1.745492e+059	-2.568957e+059	-3.330493e+059	-3.866725e+059	-4.129343e+059	-4.000373e+059	-3.435597e+059	-2.438866e+059	1.278409e+056	
2.363261e+062	-3.563302e+058	-9.534719e+058	-1.697823e+059	-2.513482e+059	-3.232715e+059	-3.787084e+059	-4.041842e+059	-3.909519e+059	-3.356391e+059	-2.379469e+059	1.215446e+056	
2.363252e+062	-3.606645e+058	-9.763755e+058	-1.751097e+059	-2.566566e+059	-3.329060e+059	-3.891972e+059	-4.149041e+059	-4.019513e+059	-3.452390e+059	-2.446333e+059	1.280112e+056	
2.363267e+062	-3.635792e+058	-9.762500e+058	-1.738539e+059	-2.542322e+059	-3.290746e+059	-3.837055e+059	-4.075504e+059	-3.951042e+059	-3.389386e+059	-2.403946e+059	1.251652e+056	
2.363266e+062	-3.686171e+058	-9.729985e+058	-1.729154e+059	-2.548621e+059	-3.291087e+059	-3.834519e+059	-4.098091e+059	-3.965008e+059	-3.403690e+059	-2.410780e+059	1.256237e+056	
2.363225e+062	-3.545282e+058	-9.419093e+058	-1.710158e+059	-2.456920e+059	-3.126370e+059	-3.690214e+059	-3.978673e+059	-3.887082e+059	-3.326264e+059	-2.366644e+059	1.181561e+056	
2.362255e+062	4.537949e+058	6.408962e+058	-9.062011e+058	-1.369820e+059	4.749165e+058	-9.789423e+058	-2.053193e+059	-2.867640e+059	-1.002838e+059	-1.364448e+059	1.089332e+054	
2.351722e+062	5.863516e+059	6.958083e+059	1.875617e+060	2.358308e+060	2.016787e+060	3.109982e+060	2.946997e+060	2.005641e+060	1.658984e+060	2.996629e+059	6.062415e+057	
2.290011e+062	2.273963e+060	4.900806e+060	1.274860e+061	1.532717e+061	1.774797e+061	2.085236e+061	1.886180e+061	1.587795e+061	1.479118e+061	4.207660e+060	3.211990e+059	
2.229446e+062	1.560793e+060	3.812114e+059	1.103065e+061	1.656132e+061	2.485737e+061	3.393196e+061	3.742777e+061	3.644275e+061	3.048980e+061	1.112599e+061	6.072432e+059	
2.134009e+062	3.814030e+060	3.476281e+060	1.441301e+061	2.827283e+061	4.765192e+061	5.522819e+061	5.816203e+061	4.860738e+061	5.039906e+061	1.707886e+061	1.759243e+060	
2.254091e+062	-2.459729e+060	-6.381052e+060	4.459713e+060	1.095248e+061	1.506865e+061	3.441787e+061	3.767547e+061	2.948927e+061	2.225041e+061	7.736257e+060	1.732163e+059	
2.348956e+062	-3.698965e+060	-9.242249e+060	-1.573488e+061	-2.202548e+061	-2.642213e+061	-2.809794e+061	-2.707566e+061	-2.364599e+061	-1.825056e+061	-1.148120e+061	7.084187e+059	
2.333367e+062	-7.766657e+060	-1.912962e+061	-3.228788e+061	-4.435768e+061	-5.112744e+061	-5.158622e+061	-4.685336e+061	-3.833944e+061	-2.738610e+061	-1.540030e+061	2.459601e+060	
2.333816e+062	-7.901083e+060	-1.979288e+061	-3.299612e+061	-4.479244e+061	-5.159898e+061	-5.310346e+061	-4.910570e+061	-4.000851e+061	-2.840868e+061	-1.616244e+061	2.602706e+060	
2.335127e+062	-7.715157e+060	-1.902550e+061	-3.154962e+061	-4.282588e+061	-4.978825e+061	-5.123023e+061	-4.709447e+061	-3.846022e+061	-2.744460e+061	-1.584518e+061	2.405705e+060	
2.328317e+062	-8.632960e+060	-2.070702e+061	-3.360368e+061	-4.453922e+061	-4.895768e+061	-4.622213e+061	-3.921611e+061	-3.002612e+061	-2.020140e+061	-1.080874e+061	2.067715e+060	
2.314558e+062	-1.215797e+061	-2.856871e+061	-4.495065e+061	-5.698699e+061	-5.919674e+061	-5.131341e+061	-3.897590e+061	-2.618720e+061	-1.487928e+061	-6.339243e+060	2.609273e+060	
2.332863e+062	-7.675153e+060	-1.881218e+061	-3.201895e+061	-4.478107e+061	-5.252881e+061	-5.350921e+061	-4.945583e+061	-4.142176e+061	-3.006322e+061	-1.717212e+061	2.631547e+060	
2.323558e+062	-8.345241e+060	-1.860132e+061	-3.047786e+061	-4.121337e+061	-4.482511e+061	-4.052238e+061	-3.421179e+061	-2.929198e+061	-2.316481e+061	-1.416328e+061	1.839587e+060	
2.277080e+062	-1.428779e+061	-2.530187e+061	-2.781100e+061	-2.259435e+061	-5.274878e+060	1.851964e+061	3.104913e+061	2.710162e+061	1.385847e+061	2.050933e+060	-8.922354e+059	
2.342052e+062	-4.295916e+060	-8.698852e+060	-1.135362e+061	-1.142057e+061	-8.411149e+060	-4.403283e+060	-1.991043e+060	-1.801925e+060	-2.658490e+060	-3.015617e+060	6.571890e+058	
2.323780e+062	-6.867503e+060	-1.167910e+061	-1.234570e+061	-9.789196e+060	-3.502949e+060	4.550734e+060	8.412270e+060	5.294013e+060	-1.305884e+060	-5.035921e+060	1.999142e+058	
2.355184e+062	-2.216414e+060	-5.420849e+060	-8.796513e+060	-1.181611e+061	-1.390959e+061	-1.486112e+061	-1.474180e+061	-1.348274e+061	-1.107027e+061	-7.573350e+060	2.209262e+059	
2.358997e+062	-1.295404e+060	-3.275762e+060	-5.569347e+060	-7.820971e+060	-9.629479e+060	-1.072368e+061	-1.092728e+061	-1.015170e+061	-8.361743e+060	-5.681192e+060	1.043466e+059	
